id,Country,Region,District,Postos,Postos_INE,Urbanization Status,Cluster Area (from IEP),Cluster Area in km2,Population (from IEP),Population 2025,Population density,Population within 20 km,Buildings (from IEP),Buildings,Distance from MV power lines,Distance from nearest mini-grid,Nightlight (from IEP),Night lights intensity,Electrification status nightlights,Electrification status (IEP study),Least-cost electrification mode (IEP results),Least-cost elec. New Capacity (kW),Least-cost elec. Generating Cost ($/kWh),Relative Wealth Index,Percentage of food-insecure people,Livelihoods,Conflict fatalities nearby,Cyclone hazard (1 in 100 years wind speed),Elevation,Mean temperature,Mean diurnal temperature range,Cooling Degree Days Cold Room at 4C,Hot days (>30C) in a year,Relative humidity,Precipitation,Aridity Index,Climate class,Solar PV Output (kWh/year per installed kW),Cropland area ha,Cropland percentage of Influence area,Permanent water area (ha) within 10 km,Distance from coastlines,Travel time airports,Travel time ports,Travel time cities,Travel time capital,Travel time railway stations,Export Market Accessibility,National Market Accessibility,Fresh Markets Accessibility,Farming Activity,Ag Cooling Demand Export Market,Ag Cooling Demand National Market,Ag Cooling Demand Fresh Markets,Ag Cooling Demand ALL Markets,Banana production,Cassava production,Citrus production,Cashew Nut production,Cotton production,Maize production,Other Roots & Tubers production,Plantain production,Potato production,Rice production,Sorghum production,Sugarcane production,Sweet Potato production,Temperate Fruit production,Tobacco production,Tropical Fruit production,Vegetables production,Tomato production,Fishing Activity (marine + inland),Fishing type,Fish Cooling Demand Export Market,Fish Cooling Demand National Market,Fish Cooling Demand Fresh Markets,Fish Cooling Demand ALL Markets,Fresh Markets Accessibility - class,National Market Accessibility - class,Export Market Accessibility - class,Ag Cooling Demand ALL Markets - class,Fish Cooling Demand ALL Markets - class,Cooling_potential,Ground_Survey,Staple_Crop Production (t/y),Perishable_Crop Production (t/y),Cash Crop Production (t/y),PUE_potential
147008,Mozambique,GAZA,XAI-XAI,ZONGOENE,Zongoene-Sede,Low Density Rural,0.435,0.357,42.807,43,120,2136,188,188,11.316,47.15,0,0.3,likely electrified,99,3,0.506,1.068,-0.4,,"Southern Coastal Rishing, Manioc, and Maize",0,99,28,23.4,1.2,7081,56,71,833,0.59,"Aw   Tropical, savannah",1836,3.113,0.041,1056.7,3.8,0.4,2.9,2.9,2.9,1.5,0.841,0.651,0.175,0,0.467,0.374,0.144,0.325,0,0,2.1,0,0,662.8,0.9,0,0,263.6,0,0,0,0,0,0,0,1.3,0.62,marine,0.727,0.636,0.366,0.585,Low,Very High,Very High,High,High,High,No,927.3,0.9,0,High
149466,Mozambique,MANICA,GURO,NHAMASSONGE,Nhamassonge,Low Density Rural,0.212,0.194,67.44,67,345,3640,139,139,53.837,21.411,0,0.2,likely electrified,99,3,0.685,0.977,,0.15,Central Semiarid Cotton and Minerals,0,64,228,26.4,1.4,8176,226,56,683,0.32,"BSh  Arid, steppe, hot",2013,5.885,0.22,296.4,363.9,1.2,1.1,5.6,20.7,1.3,0.653,0.397,0.154,0.002,0.434,0.308,0.193,0.308,0,1918.4,26.2,0,29.4,1193.5,5.9,0,0,0.1,245.4,0,562.7,92.2,38.8,7.2,13.1,59.8,0.274,inland,0.499,0.385,0.245,0.382,Low,High,Very High,High,High,High,No,3926,2599.5,180.7,High
149491,Mozambique,TETE,CHANGARA,LUENHA,Chioco,Low Density Rural,0.388,0.357,98.856,99,277,5383,197,197,45.564,19.178,0,0.2,likely electrified,99,3,1.093,0.977,-0.1,0.2,Central Semiarid Cotton and Minerals,0,64,238,26.3,1.3,8140,226,56,683,0.34,"BSh  Arid, steppe, hot",2013,0,0,259.3,370.4,1,0.9,5.5,20.6,1.1,0.672,0.406,0.16,0,0.441,0.309,0.193,0.311,0,1143.2,13.1,0,7.5,837,3.6,0,0,0,146.5,0,322.2,29.9,8.9,4.7,5.8,24.7,0.245,inland,0.491,0.372,0.232,0.37,Low,High,Very High,High,High,High,No,2452.5,1509.4,56.8,High
152790,Mozambique,TETE,CHANGARA,LUENHA,Luenha,Low Density Rural,0.242,0.222,63.967,64,288,4036,145,145,48.694,21.524,0,0.2,likely electrified,99,3,0.709,0.98,,0.2,Central Semiarid Cotton and Minerals,0,64,210,26.5,1.3,8212,226,56,683,0.32,"BSh  Arid, steppe, hot",2008,20.336,0.563,268.6,366.2,1.1,1,5.5,20.7,1.2,0.663,0.401,0.156,0.005,0.443,0.313,0.197,0.315,0,1143.2,13.1,0,7.5,837,3.6,0,0,0,146.5,0,322.2,29.9,8.9,4.7,5.8,24.7,0.252,inland,0.494,0.378,0.237,0.375,Low,High,Very High,High,High,High,No,2452.5,1509.4,56.8,High
160112,Mozambique,GAZA,XAI-XAI,ZONGOENE,Zongoene-Sede,Very Low Density Rural,0.587,0.481,45.36,45,93,2587,186,186,3.864,54.666,0,0.2,likely electrified,99,3,0.538,1.071,-0.4,,"Southern Coastal Rishing, Manioc, and Maize",0,100,32,23.5,1.2,7118,56,71,833,0.6,"Aw   Tropical, savannah",1833,0,0,744.7,3.7,0.2,3.1,3,3.1,1.7,0.834,0.645,0.175,0,0.465,0.373,0.145,0.325,0,0,9.6,0,0,2036.4,1.7,0,0.2,1079.6,0,0,0,0,0,0,0.1,4.3,0.63,marine,0.731,0.64,0.373,0.59,Low,Very High,Very High,High,High,High,No,3117.9,2,0.1,High
180179,Mozambique,GAZA,CHIBUTO,ALTO CHANGANE,Alto Changane,Low Density Rural,1.852,1.539,332.576,333,216,4949,1654,1654,42.636,7.251,0,0.2,likely electrified,8,8,0.595,9.691,-0.6,0.15,Limpopo and Elephant Rivers Mixed Cropping,0,110,19,24.3,1.4,7410,176,66,550,0.38,"BSh  Arid, steppe, hot",1872,30.41,0.383,389.1,92.1,2.4,4.5,4.4,4.5,1.9,0.694,0.554,0.169,0.004,0.41,0.345,0.16,0.301,0,3964.6,123.3,0,0,1716.1,7.8,0,55.7,3.8,123.2,0,1232.7,295.1,244.5,101.4,90.2,257,0.343,inland,0.511,0.458,0.244,0.411,Low,Very High,Very High,High,High,High,No,7103.9,5747.5,731.2,High
183408,Mozambique,GAZA,CHIBUTO,ALTO CHANGANE,Alto Changane,Low Density Rural,0.569,0.472,102,102,215,5859,396,396,38.418,6.696,0,0.2,likely electrified,99,3,1.189,1.053,-0.6,0.15,Limpopo and Elephant Rivers Mixed Cropping,0,110,24,24.2,1.4,7373,153,68,564,0.38,"BSh  Arid, steppe, hot",1870,76.051,0.309,749,87.9,2.5,4.4,4.3,4.4,1.8,0.697,0.558,0.173,0.005,0.411,0.345,0.16,0.302,0,4571.6,120.7,0,0,2152.2,9.1,0,56.9,3.7,125.6,0,1315.6,312.2,237.3,95.9,96.9,304.6,0.552,inland,0.628,0.568,0.348,0.523,Low,Very High,Very High,High,High,High,No,8234.7,6458.2,742.3,High
186712,Mozambique,GAZA,CHIBUTO,ALTO CHANGANE,Alto Changane,Low Density Rural,0.329,0.274,51.071,51,186,3506,182,182,41.751,4.426,0,0.2,likely electrified,99,3,0.593,1.048,-0.3,0.15,Limpopo and Elephant Rivers Mixed Cropping,0,110,18,24.3,1.4,7410,176,66,550,0.38,"BSh  Arid, steppe, hot",1877,6.5,0.226,327,91.3,2.3,4.4,4.3,4.4,2,0.699,0.558,0.166,0.002,0.412,0.346,0.158,0.301,0,3772,111.8,0,0,1717.8,7.4,0,52.1,3.7,115.1,0,1146.1,296.8,235.2,91.1,86.4,262.8,0.298,inland,0.489,0.436,0.22,0.387,Low,Very High,Very High,High,High,High,No,6814.2,5451.9,709.5,High
188908,Mozambique,TETE,CHANGARA,CHIPEMBERE (CHIOCO),Não Aplicavel,Low Density Rural,0.137,0.127,76.733,77,608,54037,209,209,0.479,56.046,0.855,0.5,electrified,99,3,0.826,0.951,0.1,0.2,Central Semiarid Cotton and Minerals,0,63,318,25.7,1.2,7920,250,56,655,0.33,"BSh  Arid, steppe, hot",2066,8.555,0.602,681,388.4,0.3,0.2,6.1,21.2,0.4,0.728,0.433,0.308,0.005,0.46,0.313,0.253,0.339,0,220.2,45,0,3,218.9,14.7,0,0,0.6,568.8,0,1145.5,91.4,45.8,0,25.4,104.8,0.519,inland,0.661,0.518,0.429,0.545,Medium,Very High,Very High,High,High,High,No,2168.7,1497.2,165.6,High
193190,Mozambique,GAZA,CHIBUTO,ALTO CHANGANE,Alto Changane,Low Density Rural,1.867,1.551,308.726,309,199,10308,734,734,36.559,0.978,0.725,0.3,likely electrified,8,8,0.552,10.186,-0.7,0.15,Limpopo and Elephant Rivers Mixed Cropping,0,110,31,24.1,1.4,7337,165,67,556,0.42,"BSh  Arid, steppe, hot",1870,113.909,0.195,443.3,86.6,2.2,4.4,4.3,4.3,2.2,0.697,0.562,0.187,0.005,0.408,0.345,0.165,0.303,0,10425.6,335.8,0,0,4547.7,19.9,0,144.2,11,337.4,0,3253.8,958.8,733.7,259.8,288.1,887.2,0.38,inland,0.529,0.478,0.267,0.431,Low,Very High,Very High,High,High,High,No,18739.6,15350.2,2240.4,High
209339,Mozambique,GAZA,CHIBUTO,MALEHICE,Malehice,Low Density Rural,0.686,0.566,132.211,132,233,120157,224,224,1.571,49.781,0,0.3,likely electrified,99,3,1.585,1.083,-0.7,0.15,"Southern Coastal Rishing, Manioc, and Maize",0,107,81,23.4,1.3,7081,120,70,641,0.52,"Aw   Tropical, savannah",1816,0,0,248.3,38.3,1,3.7,3.6,3.6,1.8,0.778,0.686,0.542,0,0.433,0.392,0.315,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236,inland,0.477,0.451,0.357,0.435,Very High,Very High,Very High,High,High,High,No,0,0,0,High
212713,Mozambique,GAZA,CHIBUTO,MALEHICE,Malehice,Low Density Rural,0.673,0.555,116.87,119,214,116056,174,174,2.168,50.653,0,0.3,likely electrified,99,3,1.401,1.083,,0.15,"Southern Coastal Rishing, Manioc, and Maize",0,107,82,23.4,1.3,7081,121,70,667,0.52,"Aw   Tropical, savannah",1816,1.021,0.165,122,37.3,1,3.7,3.6,3.7,1.8,0.778,0.682,0.529,0.001,0.434,0.391,0.309,0.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,inland,0.415,0.39,0.295,0.372,High,Very High,Very High,High,High,High,No,0,0,0,High
215121,Mozambique,MANICA,GURO,MANDIE,Mandie,Low Density Rural,0.752,0.692,196.47,200,289,4957,538,538,26.407,42.776,0,0.2,likely electrified,99,3,1.956,0.958,0,0.15,Central Semiarid Cotton and Minerals,0,66,166,26.6,1.3,8249,245,56,608,0.32,"BSh  Arid, steppe, hot",2054,150.867,4.584,673.1,362.4,1,0.9,6.6,21.7,1,0.663,0.375,0.148,0.042,0.465,0.321,0.213,0.33,0,3686.5,45.2,0,40.7,1973.1,9,0,0,0,437.8,0,957.4,122.8,45,0,20.4,91.5,0.515,inland,0.643,0.505,0.366,0.513,Low,High,Very High,High,High,High,No,7063.8,4796.1,228.9,High
219058,Mozambique,GAZA,XAI-XAI,CHONGOENE,Chongoene,Low Density Rural,1.999,1.642,680.062,686,417,21282,517,517,3.024,84.003,0,0.3,likely electrified,99,10,21.382,0.994,-0.3,,"Southern Coastal Rishing, Manioc, and Maize",2,113,33,23.8,1.2,7227,30,73,751,0.57,"Aw   Tropical, savannah",1866,1.781,0.156,155.6,4.6,0.7,3.1,3,3,1.6,0.819,0.653,0.235,0.001,0.464,0.384,0.18,0.34,0,327.4,692,0,0,4247.5,2.8,0,92.7,8107.2,12.2,0,119.3,174.2,451.2,2174.4,12985.6,29290.9,0.54,marine,0.68,0.603,0.364,0.558,Medium,Very High,Very High,High,High,High,No,12909.1,15876.4,15785.4,High
228875,Mozambique,GAZA,XAI-XAI,CHONGOENE,Chongoene,Low Density Rural,0.817,0.671,124.761,129,192,11285,215,215,0.611,83.148,0.524,0.4,likely electrified,99,3,1.459,1.056,-0.1,,"Southern Coastal Rishing, Manioc, and Maize",2,113,57,23.6,1.2,7154,30,73,751,0.57,"Aw   Tropical, savannah",1861,0,0,184.5,4.7,0.8,3.2,3.1,3.2,1.8,0.805,0.637,0.202,0,0.452,0.371,0.16,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,marine,0.661,0.585,0.338,0.537,Low,Very High,Very High,High,High,High,No,0,0,0,High
228879,Mozambique,GAZA,XAI-XAI,CHONGOENE,Chongoene,Low Density Rural,0.561,0.461,106.844,107,232,11813,120,120,0.045,82.635,0.513,0.4,electrified,99,3,1.249,1.056,-0.1,,"Southern Coastal Rishing, Manioc, and Maize",2,113,58,23.6,1.2,7154,30,73,751,0.57,"Aw   Tropical, savannah",1858,0,0,184.9,5.2,0.7,3.2,3.1,3.1,1.7,0.812,0.642,0.204,0,0.456,0.373,0.161,0.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,marine,0.637,0.561,0.315,0.512,Low,Very High,Very High,High,High,High,No,0,0,0,High
228884,Mozambique,GAZA,XAI-XAI,CHONGOENE,Chongoene,Low Density Rural,0.676,0.555,128.595,133,239,13555,145,145,0.243,81.838,0,0.3,electrified,1,1,0.202,0.1,-0.1,,"Southern Coastal Rishing, Manioc, and Maize",2,113,58,23.6,1.2,7154,30,73,751,0.58,"Aw   Tropical, savannah",1853,0,0,184.5,6.1,0.7,3.1,3.1,3.1,1.7,0.815,0.643,0.209,0,0.458,0.374,0.163,0.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,marine,0.589,0.515,0.272,0.466,Low,Very High,Very High,High,High,High,No,0,0,0,High
232132,Mozambique,GAZA,XAI-XAI,CHONGOENE,Chongoene,Low Density Rural,3.747,3.078,628.319,633,205,10054,1140,1140,0.563,84.098,0.724,0.5,electrified,1,1,4.733,0.1,-0.3,,"Southern Coastal Rishing, Manioc, and Maize",2,113,41,23.7,1.2,7190,30,73,751,0.56,"Aw   Tropical, savannah",1867,0,0,289.6,3.6,0.9,3.3,3.2,3.3,1.9,0.794,0.629,0.197,0,0.448,0.369,0.16,0.323,0,0,2.8,0,0,1037.1,2.8,0,0.3,949,0,0,0,0,0,0,0,1.5,0.64,marine,0.719,0.641,0.393,0.594,Low,Very High,Very High,High,High,High,No,1989.2,3.1,0,High
238695,Mozambique,GAZA,XAI-XAI,CHONGOENE,Chongoene,Low Density Rural,0.882,0.725,114.759,118,162,10368,199,199,3.661,82.518,0,0.2,likely electrified,99,3,1.341,1.056,-0.5,,"Southern Coastal Rishing, Manioc, and Maize",2,113,50,23.6,1.2,7154,30,73,751,0.57,"Aw   Tropical, savannah",1860,3.296,0.168,346.4,5.1,1.2,3.6,3.5,3.6,2.2,0.762,0.608,0.195,0.001,0.43,0.356,0.157,0.311,0,0,2.8,0,0,1037.1,2.8,0,0.3,949,0,0,0,0,0,0,0,1.5,0.49,marine,0.615,0.549,0.315,0.501,Low,Very High,Very High,High,High,High,No,1989.2,3.1,0,High
242030,Mozambique,GAZA,XAI-XAI,CHONGOENE,Chongoene,Low Density Rural,0.945,0.777,154.684,155,199,29539,189,189,0.482,80,0,0.3,electrified,99,3,1.828,1.068,-0.3,,"Southern Coastal Rishing, Manioc, and Maize",0,113,58,23.6,1.2,7154,30,73,751,0.58,"Aw   Tropical, savannah",1841,1.441,0.061,386.6,7.7,0.7,3.1,3.1,3.2,1.7,0.814,0.653,0.26,0.001,0.457,0.38,0.188,0.339,0,1183.8,18.4,0,0,1251.1,4.6,0,26.8,530.3,7.4,0,353.3,34.9,38,31.8,16.2,52.1,0.23,marine,0.499,0.435,0.218,0.39,Medium,Very High,Very High,High,High,High,No,3357.3,1651.4,120.9,High
245252,Mozambique,GAZA,XAI-XAI,CHONGOENE,Chongoene,Low Density Rural,1.907,1.567,405.197,413,263,32012,641,641,0.246,81.83,0.65,0.3,electrified,1,1,3.052,0.1,-0.3,,"Southern Coastal Rishing, Manioc, and Maize",0,113,43,23.6,1.2,7154,30,73,751,0.56,"Aw   Tropical, savannah",1852,5.084,0.226,404.2,6.1,0.8,3.1,3.2,3.2,1.8,0.806,0.65,0.267,0.002,0.454,0.378,0.191,0.339,0,1183.8,18.4,0,0,1251.1,4.6,0,26.8,530.3,7.4,0,353.3,34.9,38,31.8,16.2,52.1,0.39,marine,0.584,0.518,0.301,0.475,Medium,Very High,Very High,High,High,High,No,3357.3,1651.4,120.9,High
248516,Mozambique,GAZA,XAI-XAI,CHONGOENE,Chongoene,Low Density Rural,0.527,0.433,90.212,90,207,30369,115,115,0.998,82.653,0,0.3,likely electrified,99,3,1.055,1.056,-0.2,,"Southern Coastal Rishing, Manioc, and Maize",0,113,34,23.7,1.2,7190,30,73,751,0.56,"Aw   Tropical, savannah",1859,3.138,0.235,403.2,5.4,0.8,3.1,3.2,3.3,1.9,0.803,0.646,0.261,0.002,0.454,0.379,0.19,0.339,0,1268.2,13.6,0,0,1170.9,5.7,0,18.8,527.9,6.8,0,362.1,14.7,11.8,24,9.9,26.9,0.46,marine,0.623,0.555,0.335,0.513,Medium,Very High,Very High,High,High,High,No,3360.4,1703.4,60.4,High
251772,Mozambique,GAZA,XAI-XAI,CHONGOENE,Chongoene,Low Density Rural,0.961,0.79,183.055,185,234,32316,288,288,0.919,82.936,0,0.2,likely electrified,99,3,2.138,1.055,-0.2,,"Southern Coastal Rishing, Manioc, and Maize",0,113,35,23.6,1.2,7154,30,73,751,0.56,"Aw   Tropical, savannah",1860,7.899,0.335,408.9,5.2,0.8,3,3.2,3.2,1.8,0.81,0.651,0.268,0.003,0.456,0.38,0.192,0.34,0,3307.8,48.6,0,0,2174.8,10.5,0,75.4,546.5,21.1,0,991.3,96.6,105.1,89.8,45.3,129.7,0.48,marine,0.636,0.566,0.346,0.525,Medium,Very High,Very High,High,High,High,No,7127.4,4616.7,336.8,High
254403,Mozambique,TETE,MOATIZE,MOATIZE,Moatize,Very Low Density Rural,0.213,0.196,20.072,20,101,937,234,234,39.552,47.38,0,0.2,likely electrified,99,3,0.22,0.968,-0.7,,Central Semiarid Cotton and Minerals,0,71,220,26.5,1.2,8212,226,58,688,0.35,"BSh  Arid, steppe, hot",2036,8.238,0.034,758.6,354.5,1.1,1.1,7.2,22.3,0.8,0.653,0.355,0.13,0.001,0.436,0.288,0.183,0.298,0,46.9,10.5,0,0.4,1383.4,0.8,0,0,0.1,19.3,0,117.6,41.2,10.6,5.5,5.7,28.9,0.557,inland,0.659,0.514,0.376,0.525,Low,High,Very High,High,High,High,No,1568.1,217.7,63.4,High
263482,Mozambique,SOFALA,NHAMATANDA,NHAMATANDA,Nhamatanda,Low Density Rural,0.166,0.148,46.277,51,345,31243,120,120,17.981,48.433,0,0.2,likely electrified,99,3,0.489,1.017,-0.4,0.1,Central Manica and Sofala Mixed Cropping,0,101,140,23.7,1.3,7190,185,68,940,0.55,"Aw   Tropical, savannah",1931,555.59,1.722,482.8,96.4,1.7,1.5,1.6,14.2,0.5,0.724,0.567,0.28,0.033,0.429,0.354,0.214,0.329,0,7260.6,183.8,0,8.4,4751.7,25.6,0,9.6,18.5,1001.4,36880.8,2057.3,269.3,172.5,152.4,128.2,347.3,0.406,inland,0.549,0.485,0.318,0.458,Medium,Very High,Very High,High,High,High,No,15124.7,9903,37611.6,High
275072,Mozambique,GAZA,MANDLAKAZE,CHIBONZANE,Chibondzane,Low Density Rural,1.946,1.608,244.571,248,154,54311,597,597,0.133,60.313,0,0.2,electrified,1,1,0.384,0.1,-0.1,,"Southern Coastal Rishing, Manioc, and Maize",0,122,64,23.4,1.3,7081,76,72,702,0.5,"Aw   Tropical, savannah",1856,23.531,0.196,250.7,33.9,1.6,4,4.3,4.4,2.5,0.717,0.596,0.327,0.002,0.402,0.346,0.215,0.318,0,1343.2,51.5,0,0,477.6,2.3,0,62.1,27.9,14.7,0,315.3,133.3,158.2,71.2,55.3,175.9,0.238,inland,0.445,0.405,0.251,0.372,High,Very High,Very High,High,High,High,No,2243.1,1982.7,418,High
281310,Mozambique,GAZA,MANDLAKAZE,CHIDENGUELE,Chidenguele,Low Density Rural,0.939,0.773,262.941,263,340,35150,245,245,0.816,83.349,0.586,0.4,likely electrified,99,3,3.073,1.056,-0.3,,"Southern Coastal Rishing, Manioc, and Maize",0,121,75,23.3,1.2,7044,9,75,743,0.56,"Aw   Tropical, savannah",1861,6.643,0.414,1349.1,7.6,1.1,2.7,3.4,3.5,2.1,0.792,0.64,0.275,0.004,0.441,0.368,0.19,0.33,0,2076.2,40.6,0,0,866.3,4.9,0,66.9,21.4,15.1,0,517.2,90.5,112,71.5,46.5,142.8,0.24,marine,0.485,0.427,0.224,0.385,Medium,Very High,Very High,High,High,High,No,3568,2873.7,320.5,High
284570,Mozambique,GAZA,MANDLAKAZE,CHIDENGUELE,Chidenguele,Low Density Rural,0.615,0.506,123.961,124,245,34569,169,169,0.889,83.953,0.515,0.3,likely electrified,99,3,1.446,1.054,-0.6,,"Southern Coastal Rishing, Manioc, and Maize",0,121,62,23.3,1.2,7044,9,75,743,0.56,"Aw   Tropical, savannah",1864,1.714,0.093,1489.5,7.2,1.2,2.8,3.5,3.6,2.2,0.781,0.632,0.272,0.001,0.433,0.362,0.187,0.325,0,2076.2,40.6,0,0,866.3,4.9,0,66.9,21.4,15.1,0,517.2,90.5,112,71.5,46.5,142.8,0.28,marine,0.502,0.444,0.243,0.402,Medium,Very High,Very High,High,High,High,No,3568,2873.7,320.5,High
284582,Mozambique,GAZA,MANDLAKAZE,CHIDENGUELE,Chidenguele,Low Density Rural,1.122,0.923,171.061,171,185,35041,249,249,0.198,83.978,2.374,0.3,electrified,99,3,1.995,1.054,-0.4,,"Southern Coastal Rishing, Manioc, and Maize",0,121,67,23.3,1.2,7044,9,75,743,0.56,"Aw   Tropical, savannah",1865,1.013,0.203,1617.4,7.5,1.2,2.8,3.5,3.6,2.2,0.781,0.632,0.273,0.002,0.434,0.363,0.188,0.325,0,311.5,12.6,0,0,26.9,0.4,0,22.7,6,3.6,0,70.8,33.6,45.7,21.4,16.9,51.1,0.25,marine,0.485,0.428,0.228,0.386,Medium,Very High,Very High,High,High,High,No,441.9,477.3,117.6,High
287966,Mozambique,GAZA,MANDLAKAZE,CHIDENGUELE,Chidenguele,Low Density Rural,0.743,0.612,93.097,93,151,49354,181,181,4.946,77.862,0,0.2,likely electrified,99,3,1.087,1.055,-0.3,,"Southern Coastal Rishing, Manioc, and Maize",0,121,98,23.1,1.2,6972,9,75,743,0.55,"Aw   Tropical, savannah",1864,10.322,0.686,775.5,15.3,1.4,2.8,3.8,3.8,2.4,0.766,0.627,0.316,0.006,0.423,0.358,0.206,0.326,0,1121.7,27.6,0,0,481.7,2.9,0,49.8,16.5,8.5,0,295.6,70.9,78.4,31.8,35.3,104.3,0.565,inland,0.647,0.587,0.402,0.554,Medium,Very High,Very High,High,High,High,No,1976.7,1608,216.4,High
291077,Mozambique,GAZA,MANDLAKAZE,CHIDENGUELE,Chidenguele,Semi Dense Urban Clusters,17.571,14.465,17705.076,17746,1226,36589,5071,5071,0.202,86.963,1.653,0.4,electrified,1,1,133.356,0.1,-0.2,,"Southern Coastal Rishing, Manioc, and Maize",0,121,41,23.4,1.2,7081,9,75,743,0.53,"Aw   Tropical, savannah",1879,74.479,1.162,2218,5.4,1.2,2.7,3.6,3.7,2.3,0.78,0.629,0.277,0.012,0.44,0.368,0.197,0.333,0,2034.6,34.8,150.1,0,773,5.5,0,58.6,19.9,13.4,0,538.1,74.8,88.6,57.6,41.6,124.8,0.46,marine,0.604,0.539,0.337,0.501,Medium,Very High,Very High,High,High,High,No,3443.1,2810.8,262.6,High
291131,Mozambique,GAZA,MANDLAKAZE,CHIDENGUELE,Chidenguele,Very Low Density Rural,0.399,0.329,55.748,56,170,44014,109,109,4.63,80.69,0,0.2,likely electrified,99,3,0.652,1.056,-0.4,,"Southern Coastal Rishing, Manioc, and Maize",0,121,95,23.1,1.2,6972,9,75,743,0.57,"Aw   Tropical, savannah",1862,5.442,0.27,613.2,12.1,1.3,2.8,3.7,3.7,2.3,0.774,0.63,0.3,0.002,0.426,0.358,0.197,0.324,0,855.5,12.1,0,0,369.4,2.4,0,19.5,7.7,5,0,227.8,24,25.8,18.3,13.9,41.2,0.483,inland,0.607,0.546,0.354,0.51,Medium,Very High,Very High,High,High,High,No,1487.3,1161.4,82,High
294533,Mozambique,GAZA,MANDLAKAZE,CHIBONZANE,Chibondzane,Low Density Rural,0.696,0.576,51.386,52,90,36018,157,157,5.344,66.064,0,0.2,likely electrified,99,3,0.6,1.054,-0.4,,"Southern Coastal Rishing, Manioc, and Maize",0,122,65,23.4,1.2,7081,76,72,702,0.49,"Aw   Tropical, savannah",1867,129.59,0.629,433.9,36.5,1.9,4.2,4.6,4.7,2.9,0.687,0.566,0.266,0.009,0.39,0.334,0.19,0.301,0,1077,36,0,0,365.3,1.8,0,31.8,19.1,11.2,0,247.5,86.4,105.6,57.7,33.9,112.8,0.374,inland,0.504,0.461,0.289,0.424,Medium,Very High,Very High,High,High,High,No,1753.7,1536.1,283.6,High
307487,Mozambique,GAZA,MANDLAKAZE,CHIDENGUELE,Chidenguele,Low Density Rural,0.488,0.402,61.728,62,154,10036,160,160,1.405,90.642,0,0.2,likely electrified,99,3,0.714,1.044,-0.4,,"Southern Coastal Rishing, Manioc, and Maize",0,121,42,23.4,1.2,7081,1,77,734,0.54,"Aw   Tropical, savannah",1882,21.94,1.672,2108.7,6.1,1.5,2.7,3.9,3.9,2.5,0.76,0.596,0.19,0.014,0.431,0.352,0.157,0.31,0,1764.9,21.5,277.5,0,753,5.5,0,31.8,11.1,9.7,0,492.4,32.7,31.7,36.5,19.7,60.3,0.39,marine,0.554,0.485,0.259,0.439,Low,Very High,Very High,High,High,High,No,3068.4,2383.5,120.6,High
310760,Mozambique,GAZA,MANDLAKAZE,CHIDENGUELE,Chidenguele,Low Density Rural,2.287,1.884,268.626,272,144,12797,555,555,0.603,91.304,0.558,0.2,likely electrified,1,1,0.422,0.1,-0.5,,"Southern Coastal Rishing, Manioc, and Maize",0,121,41,23.4,1.1,7081,1,77,734,0.54,"Aw   Tropical, savannah",1883,28.892,0.965,2031.7,6.5,1.4,2.6,3.8,3.9,2.5,0.767,0.604,0.2,0.009,0.432,0.354,0.159,0.312,0,3003.7,33.3,277.5,0,1291.8,9.5,0,51.6,18.3,16.2,0,841.2,48.6,45.5,59.7,31.3,96,0.35,marine,0.535,0.468,0.244,0.422,Low,Very High,Very High,High,High,High,No,5232.3,4045.6,185.1,High
314051,Mozambique,GAZA,MANDLAKAZE,CHIDENGUELE,Chidenguele,Low Density Rural,0.41,0.338,48.541,48,141,11129,102,102,0.842,92.494,0,0.2,likely electrified,99,3,0.56,1.042,-0.3,,"Southern Coastal Rishing, Manioc, and Maize",0,128,64,23.3,1.1,7044,1,77,734,0.54,"Aw   Tropical, savannah",1886,13.761,0.823,1742,6.5,1.5,2.8,3.9,4,2.6,0.753,0.594,0.194,0.007,0.422,0.346,0.154,0.303,0,2136.1,23.2,127.4,0,915.1,6.8,0,35.2,12.1,11.4,0,601.7,31.4,28.4,41.8,20.5,63.5,0.35,marine,0.525,0.461,0.239,0.415,Low,Very High,Very High,High,High,High,No,3718.4,2873.5,122.1,High
320553,Mozambique,GAZA,MANDLAKAZE,CHIDENGUELE,Chidenguele,Low Density Rural,0.57,0.469,61.866,62,132,9989,143,143,0.1,95.343,0,0.2,electrified,99,3,0.711,1.038,,,"Southern Coastal Rishing, Manioc, and Maize",0,128,52,23.4,1.1,7081,1,77,734,0.52,"Aw   Tropical, savannah",1896,13.304,0.58,1676.8,4.7,1.6,2.7,4,4,2.6,0.753,0.591,0.189,0.005,0.423,0.345,0.152,0.303,0,2136.1,23.2,127.4,0,915.1,6.8,0,35.2,12.1,11.4,0,601.7,31.4,28.4,41.8,20.5,63.5,0.53,marine,0.628,0.557,0.328,0.512,Low,Very High,Very High,High,High,High,No,3718.4,2873.5,122.1,High
